phase,variant,seed,method,session_dir,june_plunge_session_dir,june_plunge_max_drawdown_pct,june_plunge_total_return_pct,total_return_pct,annualised_return_pct,win_rate_pct,profit_factor,expectancy_pct,avg_win_loss_ratio,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,ulcer_index,cvar_95_pct,cvar_99_pct,avg_drawdown_duration_steps,time_in_market_pct,information_ratio,total_trades_count,trade_count,trade_win_rate_pct,trade_profit_factor,trade_expectancy_pct,avg_trade_win_pct,avg_trade_loss_pct,max_adverse_excursion_pct,max_favorable_excursion_pct,time_to_exit_after_risk_trigger_steps
phase2_quick_screen,variant_b_balanced_light_retune,42,dynamic_weighted,results\daily\2026-06-05\5,results\daily\2026-06-05\6,-1.4836694890729087,-0.0114428343515493,1.81186299727234,0.7437824644004776,0.7443701121266372,1.0440377948853878,0.0001058620718508,0.9713516192921012,-6.783580758320959,0.1213674432263337,0.0177409631914823,0.109644521219583,0.2670953677451028,6.752186759221524,-0.0024330059231287,-0.0024330059231287,2356.6666666666665,0.7443701121266372,,44.0,1.0,100.0,inf,1.8595206180464172,1.8595206180464172,0.0,-5.633461161323538,9.272080441063402,163.0
