phase,variant,seed,method,session_dir,june_plunge_session_dir,june_plunge_max_drawdown_pct,june_plunge_total_return_pct,total_return_pct,annualised_return_pct,win_rate_pct,profit_factor,expectancy_pct,avg_win_loss_ratio,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,ulcer_index,cvar_95_pct,cvar_99_pct,avg_drawdown_duration_steps,time_in_market_pct,information_ratio,total_trades_count,trade_count,trade_win_rate_pct,trade_profit_factor,trade_expectancy_pct,avg_trade_win_pct,avg_trade_loss_pct,max_adverse_excursion_pct,max_favorable_excursion_pct,time_to_exit_after_risk_trigger_steps
phase2_quick_screen,variant_a_balanced_conservative,42,dynamic_weighted,results\daily\2026-06-05\3,results\daily\2026-06-05\4,-1.4858394916317412,0.1217305142522384,0.5647538893979176,0.2326783689830192,0.7396589088853293,1.0198651044817255,4.805571500600904e-05,0.9614014997662128,-6.737368374145908,0.0378336142486736,0.0054566837427727,0.0345354975506316,0.0838241072827654,6.708067572105951,-0.0024485610223285,-0.0024485610223285,3535.6666666666665,0.7396589088853293,,43.0,1.0,100.0,inf,0.6120539828479377,0.6120539828479377,0.0,-5.769429818906479,7.880350606530029,163.0
