series,sep_2025_to_feb_2026_return_pct,full_backtest_return_pct,max_drawdown_pct,max_drawdown_trough
agent_rl_only,-45.45001151291741,13.053090052990468,-55.721102768688,2026-02-06 00:00:00+00:00
btc_proxy,-38.115141998830424,48.273441261935666,-50.08379415223282,2026-02-24 13:00:00+00:00
eth_proxy,-55.316400128284215,-17.24406662566397,-65.28216196111241,2025-04-09 03:00:00+00:00
equal_weight_btc_eth,-45.50271728056187,15.948463292599024,-54.74231941513808,2026-02-24 13:00:00+00:00
